position,track_name,artist,streams,top_week,top_year,top_month,top_first_day,valence,release_year
126,What Christmas Means To Me,Stevie Wonder,2390465,52,2018,12,21,0.768,2004
130,Sleigh Ride,Carpenters,2340306,52,2018,12,21,0.552,1978
131,Santa Claus Is Coming To Town,The Jackson 5,2338387,52,2018,12,21,0.961,1970
134,Mele Kalikimaka,Bing Crosby,2308499,52,2018,12,21,0.62,1945
136,Rudolph The Red-Nosed Reindeer,Burl Ives,2290091,52,2018,12,21,0.806,1965
138,Sweet but Psycho,Ava Max,2222305,52,2018,12,21,0.62,2020
141,"Merry Christmas, Happy Holidays",*NSYNC,2203998,52,2018,12,21,0.756,1998
143,Bohemian Rhapsody - Remastered 2011,Queen,2198373,52,2018,12,21,0.228,1975
144,Silver Bells,Dean Martin,2196785,52,2018,12,21,0.606,1966
147,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,2166182,52,2018,12,21,0.0911,1965
159,Congratulations,Post Malone,2064724,52,2018,12,21,0.492,2016
162,ocean eyes,Billie Eilish,1996530,52,2018,12,21,0.157,2016
165,Fairytale of New York,The Pogues,1977495,52,2018,12,21,0.428,1988
168,Rudolph The Red-Nosed Reindeer,Dean Martin,1962047,52,2018,12,21,0.857,1959
171,The First Noel - Remastered 1999,Frank Sinatra,1937929,52,2018,12,21,0.157,1957
174,goosebumps,Travis Scott,1932887,52,2018,12,21,0.442,2016
178,Christmas,Darlene Love,1898614,52,2018,12,21,0.36,1963
185,I'll Be Home,Meghan Trainor,1882042,52,2018,12,21,0.292,2014
188,I'll Be Home for Christmas,Michael Bublé,1865760,52,2018,12,21,0.141,2011
194,Christmas Lights,Coldplay,1823653,52,2018,12,21,0.237,2010
195,Driving Home for Christmas,Chris Rea,1822180,52,2018,12,21,0.894,2007
200,I Saw Mommy Kissing Santa Claus,The Jackson 5,1798617,52,2018,12,21,0.614,1970
