,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
127,"I Like Me Better",Lauv,2001018,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
128,"Diamond Minds","Trippie Redd",1987891,https://open.spotify.com/track/6bKUUSlzDua0gt0g13OKqw
129,POP/STARS,K/DA,1986296,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ
130,"Consequences - orchestra","Camila Cabello",1956985,https://open.spotify.com/track/1ArLnG0bHaHPXqf08sEKM0
131,"Te Boté - Remix","Nio Garcia",1947620,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
132,"Cry Alone","Lil Peep",1920930,https://open.spotify.com/track/4kQazx3VMaDKUG1IIaC94i
133,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",1913546,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
134,"Self Care","Mac Miller",1911314,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
135,"Nowadays (feat. Landon Cube)","Lil Skies",1909710,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
136,Legends,"Juice WRLD",1902059,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
137,"Murder On My Mind","YNW Melly",1901815,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
138,Wicked,"Trippie Redd",1895384,https://open.spotify.com/track/5iAyI5SlSs1hyWOQeBXvab
139,Speechless,"Dan + Shay",1895117,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
140,"No More (feat. Travis Scott, Kodak Black & 21 Savage)","Metro Boomin",1882229,https://open.spotify.com/track/1HLL8X0LH20F6Z9SLXLIjr
141,Killshot,Eminem,1880681,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
142,"Drew Barrymore","Bryce Vine",1872128,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
143,Mine,Bazzi,1854357,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
144,"Young Dumb & Broke",Khalid,1849255,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
145,Kamikaze,"Lil Mosey",1841788,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
146,"Shake It Up","Trippie Redd",1819696,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
147,"The Middle",Zedd,1819567,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
148,HUMBLE.,"Kendrick Lamar",1817602,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
149,"FeRRis WhEEL (feat. Trippie Redd)","Tory Lanez",1809361,https://open.spotify.com/track/6j97zG4DDrh3oUa6rZbFOs
150,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1790838,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
151,JAPAN,"Famous Dex",1784299,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
152,bellyache,"Billie Eilish",1771705,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
153,"Under Pressure - Remastered 2011",Queen,1764905,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
154,"Candy Paint","Post Malone",1758221,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
155,"Black & White","Juice WRLD",1745627,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
156,Tequila,"Dan + Shay",1733141,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
157,"I Found You (with Calvin Harris)","benny blanco",1726235,https://open.spotify.com/track/5sdb5pMhcK44SSLsj1moUh
158,"Let You Love Me","Rita Ora",1717814,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
159,"Sin (feat. Jaden Smith)","Young Thug",1705445,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx
160,"There's No Way (feat. Julia Michaels)",Lauv,1695959,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
161,Location,Khalid,1690524,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
162,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1689613,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
163,"16 Lines","Lil Peep",1680094,https://open.spotify.com/track/6akBF8JWM8lrpqejdwIfYI
164,"you should see me in a crown","Billie Eilish",1677583,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
165,1999,"Charli XCX",1675510,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
166,OTW,Khalid,1675457,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
167,Thunder,"Imagine Dragons",1675161,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
168,"So Alive","Trippie Redd",1672321,https://open.spotify.com/track/73pDDTXW6SKqM52N4Rdred
169,Believer,"Imagine Dragons",1671852,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
170,"Red Roses (feat. Landon Cube)","Lil Skies",1652078,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
171,"Let You Down",NF,1640107,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
172,"Best Part (feat. Daniel Caesar)",H.E.R.,1629592,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
173,"Venom - Music From The Motion Picture",Eminem,1627917,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
174,"Saturday Nights",Khalid,1623644,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
175,"Walk It Talk It",Migos,1609848,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
176,sweetener,"Ariana Grande",1607687,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
177,Walk,Comethazine,1605942,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ
178,"BUTTERFLY EFFECT","Travis Scott",1601006,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
179,"Call Out My Name","The Weeknd",1589005,https://open.spotify.com/track/7kplN6Wa4RTBCQOrtpEpSO
180,"I'm a Mess","Bebe Rexha",1570049,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
181,"Bounce Out With That","YBN Nahmir",1566730,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
182,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",1565496,https://open.spotify.com/track/1XBc4r6ltXjkFJBrsttwIF
183,"Jackie Chan",Tiësto,1557122,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
184,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1557090,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
185,Machine,"Imagine Dragons",1538166,https://open.spotify.com/track/4uGY9CqDtGtaTTLg1cgsWD
186,"Killer Queen - Remastered 2011",Queen,1532522,https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8
187,Leanin',"Lil Peep",1528244,https://open.spotify.com/track/6cX1iTffMIAU8lEWSOYIIO
188,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1522927,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
189,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",1510559,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
190,Heaven,"Kane Brown",1505455,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
191,"Beautiful Crazy","Luke Combs",1504119,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
192,"Bank Account","21 Savage",1501090,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
193,Simple,"Florida Georgia Line",1500916,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
194,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",1496531,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
195,"We Will Rock You - Remastered",Queen,1490229,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
196,"YEAH RIGHT",Joji,1483519,https://open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14
197,"I Love","Joyner Lucas",1480539,https://open.spotify.com/track/30z4LVkScpeNhwHFIB8Ewa
198,"Love Scars","Trippie Redd",1478682,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
199,"Boo'd Up","Ella Mai",1477248,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
200,Blu,"Jon Bellion",1471942,https://open.spotify.com/track/4FUDWkguOUVpLRAVn5C20z
