,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,SAD!,XXXTENTACION,4930103,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
31,"White Christmas","Bing Crosby",4905843,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
32,Mistletoe,"Justin Bieber",4796595,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
33,"whoa (mind in awe)",XXXTENTACION,4754825,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
34,Money,"Cardi B",4674596,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
35,BAD!,XXXTENTACION,4559371,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
36,"Look Back at It","A Boogie Wit da Hoodie",4549675,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
37,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",4471858,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
38,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",4436701,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
39,"Better Now","Post Malone",4412346,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
40,Happier,Marshmello,4384016,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
41,Moonlight,XXXTENTACION,4376153,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
42,"Feliz Navidad","José Feliciano",4263135,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
43,"Armed And Dangerous","Juice WRLD",4184185,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
44,"Blue Christmas","Elvis Presley",4143284,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
45,"can't leave without it","21 Savage",4129975,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd
46,Nonstop,Drake,4001407,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
47,Better,Khalid,3908151,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
48,"when the party's over","Billie Eilish",3894519,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
49,"MIA (feat. Drake)","Bad Bunny",3868523,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
50,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",3814791,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
51,"Run Rudolph Run - Single Version","Chuck Berry",3814018,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
52,1.5,"21 Savage",3793541,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs
53,"Holly Jolly Christmas","Michael Bublé",3784654,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
54,"Demons and Angels (feat. Juice WRLD)","A Boogie Wit da Hoodie",3779788,https://open.spotify.com/track/3L19besdNQzd342qL78xqm
55,"Underneath the Tree","Kelly Clarkson",3764018,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
56,"break da law","21 Savage",3755122,https://open.spotify.com/track/5ZSIExfQuVv69tw5Qw3yDl
57,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,3696368,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
58,"Have Yourself A Merry Little Christmas","Sam Smith",3647682,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
59,"Eastside (with Halsey & Khalid)","benny blanco",3593886,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
60,"Sleigh Ride","The Ronettes",3593663,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
61,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",3592765,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
62,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",3571257,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
63,KIKA,6ix9ine,3545497,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
64,asmr,"21 Savage",3539804,https://open.spotify.com/track/2QgfDF0fQ4sskDthP8MG5w
65,"Jocelyn Flores",XXXTENTACION,3520457,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
66,"Saturday Nights",Khalid,3503898,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
67,"High Hopes","Panic! At The Disco",3464337,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
68,"gun smoke","21 Savage",3463956,https://open.spotify.com/track/4f1XXGjZZ9EkFkrbPJek6X
69,"Taste (feat. Offset)",Tyga,3444117,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
70,FEFE,6ix9ine,3388876,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
71,"ball w/o you","21 Savage",3382025,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO
72,"out for the night","21 Savage",3357717,https://open.spotify.com/track/0ZKKJTv21zJpNrKiL0LYyV
73,"I Like It","Cardi B",3335633,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
74,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",3296116,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
75,"Christmas (Baby Please Come Home)","Mariah Carey",3290853,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
76,"Yes Indeed","Lil Baby",3261742,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
77,lovely,"Billie Eilish",3187187,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
78,"Winter Wonderland","Bing Crosby",3185177,https://open.spotify.com/track/5VEuraNSVxMTzDTtrmL3lQ
79,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",3097747,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
80,"Santa Baby","Ariana Grande",3071413,https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb
81,"Fine China",Future,3031771,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
82,"rockstar (feat. 21 Savage)","Post Malone",3017550,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
83,"Calling My Spirit","Kodak Black",3000650,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
84,"Psycho (feat. Ty Dolla $ign)","Post Malone",2996242,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
85,"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt",2994947,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
86,"Santa Claus Is Coming to Town","Michael Bublé",2992930,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
87,"I Fall Apart","Post Malone",2951634,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
88,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2931020,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
89,a&t,"21 Savage",2920007,https://open.spotify.com/track/6ho88pvz4c8WCSFbdVXNia
90,YOSEMITE,"Travis Scott",2918589,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
91,"Do You Hear What I Hear?","Bing Crosby",2914152,https://open.spotify.com/track/4EZUcj7c8n9pWIwHqN0DoH
92,idontwannabeyouanymore,"Billie Eilish",2913521,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
93,"God's Plan",Drake,2909202,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
94,"Joy To The World","Nat King Cole",2864758,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu
95,"Carol of the Bells","Mykola Dmytrovych Leontovych",2842946,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
96,Topanga,"Trippie Redd",2839675,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
97,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",2836854,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
98,"All Girls Are The Same","Juice WRLD",2808269,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
99,"Baby, It's Cold Outside","Dean Martin",2781582,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
100,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",2779605,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
101,Splashin,"Rich The Kid",2763746,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
102,"Mistletoe And Holly - Remastered 1999","Frank Sinatra",2713903,https://open.spotify.com/track/7faDzZnZYqTyYThx2sbHVQ
103,"In My Feelings",Drake,2701511,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
104,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",2691267,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
105,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording","Judy Garland",2665120,https://open.spotify.com/track/4eqne0oIdt9GW2ubiliny0
106,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",2664199,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
107,"10 Freaky Girls (with 21 Savage)","Metro Boomin",2650186,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
108,changes,XXXTENTACION,2634789,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
109,"Space Cadet (feat. Gunna)","Metro Boomin",2633826,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
110,"Solo de Mi","Bad Bunny",2592190,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
111,"Look Alive (feat. Drake)","BlocBoy JB",2551119,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
112,Noticed,"Lil Mosey",2548055,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
113,"Falling Down - Bonus Track","Lil Peep",2533351,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
114,"No Stylist (feat. Drake)","French Montana",2522930,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
115,"Lean Wit Me","Juice WRLD",2522543,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
116,"Winter Wonderland","Tony Bennett",2518717,https://open.spotify.com/track/4ricyQVd20UQde1jpXCSuJ
117,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",2517839,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
118,"Bad Liar","Imagine Dragons",2508585,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
119,"Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version","Gene Autry",2486932,https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo
120,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2468525,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
121,"MoshPit (feat. Juice WRLD)","Kodak Black",2458116,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk
122,breathin,"Ariana Grande",2435276,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
123,Youngblood,"5 Seconds of Summer",2417864,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
124,4L,"21 Savage",2399861,https://open.spotify.com/track/1uULQtJ8rbsX5TwjPpPc9Q
125,"Beautiful (feat. Camila Cabello)",Bazzi,2392071,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
126,"What Christmas Means To Me","Stevie Wonder",2390465,https://open.spotify.com/track/3h1EREJfCwyv6cG7CGak5d
127,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",2355053,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
128,"TIC TOC",6ix9ine,2351165,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
129,"Little Saint Nick - 1991 Remix","The Beach Boys",2340611,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
130,"Sleigh Ride",Carpenters,2340306,https://open.spotify.com/track/597IVBYr60vm0HKjgOnztJ
131,"Santa Claus Is Coming To Town","The Jackson 5",2338387,https://open.spotify.com/track/4rMWDm28mERZcRPc1f3yir
132,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'","Thurl Ravenscroft",2327335,https://open.spotify.com/track/6Tof6kPUc2a17GKaKz4IXz
133,"XO Tour Llif3","Lil Uzi Vert",2315946,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
134,"Mele Kalikimaka (Merry Christmas)","Bing Crosby",2308499,https://open.spotify.com/track/04vLj9QUXoKdRlsp3gkURo
135,"Ric Flair Drip (& Metro Boomin)",Offset,2296886,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
136,"Rudolph The Red-Nosed Reindeer","Burl Ives",2290091,https://open.spotify.com/track/4hXAK3mjFVFOOiJQ3rKAXi
137,"Everybody Dies In Their Nightmares",XXXTENTACION,2263028,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
138,"Sweet but Psycho","Ava Max",2222305,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
139,"pad lock","21 Savage",2214199,https://open.spotify.com/track/5stbfxsPi8gcOH2LCuA4Le
140,Hallelujah,Pentatonix,2207953,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
141,"Merry Christmas, Happy Holidays",*NSYNC,2203998,https://open.spotify.com/track/15coTBAzEN1bOeipoNDZAR
142,"1400 / 999 Freestyle","Trippie Redd",2201527,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
143,"Bohemian Rhapsody - Remastered 2011",Queen,2198373,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
144,"Silver Bells","Dean Martin",2196785,https://open.spotify.com/track/4QX5pZQpQTgVlkqfUTDim0
145,"God is a woman","Ariana Grande",2175951,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
146,"no tears left to cry","Ariana Grande",2168916,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
147,"Christmas Time Is Here - Vocal","Vince Guaraldi Trio",2166182,https://open.spotify.com/track/299lFlaAsNQdgbIZNPmIA0
148,"letter 2 my momma","21 Savage",2150137,https://open.spotify.com/track/55xNjVrGJxgqcEFqCyejTM
149,"Girls Like You (feat. Cardi B)","Maroon 5",2138325,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
150,"I Love It (& Lil Pump)","Kanye West",2134560,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
151,Shallow,"Lady Gaga",2129322,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
152,STARGAZING,"Travis Scott",2127489,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
153,"My Only Wish (This Year)","Britney Spears",2120808,https://open.spotify.com/track/1UQbxSOVbauPxaUh337GTx
154,"Nice For What",Drake,2117862,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
155,MAMA,6ix9ine,2114663,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
156,"Best Part (feat. Daniel Caesar)",H.E.R.,2106049,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
157,"good day","21 Savage",2087050,https://open.spotify.com/track/2LqoYvMudv9xoTqNLFKILj
158,"Plug Walk","Rich The Kid",2080016,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
159,Congratulations,"Post Malone",2064724,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
160,"Pure Cocaine","Lil Baby",2011922,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
161,"Lucky You (feat. Joyner Lucas)",Eminem,2004380,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
162,"ocean eyes","Billie Eilish",1996530,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
163,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",1990796,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
164,bellyache,"Billie Eilish",1985790,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
165,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",1977495,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
166,"Love Lies (with Normani)",Khalid,1976890,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
167,Speechless,"Dan + Shay",1963426,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
168,"Rudolph The Red-Nosed Reindeer","Dean Martin",1962047,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw
169,"Love Drugs and Sex","A Boogie Wit da Hoodie",1959193,https://open.spotify.com/track/1Gno5IBUHh6vUKp4nxu2Yd
170,"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani",1951073,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ
171,"The First Noel - Remastered 1999","Frank Sinatra",1937929,https://open.spotify.com/track/6keKIzkXWdbwJWMBJQUwYl
172,"Hide (feat. Seezyn)","Juice WRLD",1936216,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w
173,"Don't Come Out The House (with 21 Savage)","Metro Boomin",1935955,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom
174,goosebumps,"Travis Scott",1932887,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
175,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",1928464,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe
176,"New Patek","Lil Uzi Vert",1905949,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
177,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1900006,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
178,"Christmas (Baby Please Come Home)","Darlene Love",1898614,https://open.spotify.com/track/6bNuwzORFWORu9Ym7dBCPl
179,Trip,"Ella Mai",1896421,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
180,"Look At Me!",XXXTENTACION,1893439,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
181,Mine,Bazzi,1888273,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
182,Lust,"Lil Skies",1885456,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
183,WAKA,6ix9ine,1884737,https://open.spotify.com/track/6o79O9qBP3OAkWOXajAQIS
184,"Candy Paint","Post Malone",1883895,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
185,"I'll Be Home","Meghan Trainor",1882042,https://open.spotify.com/track/1hy6kKvsPbv7VTcllCuATC
186,"Ruin My Life","Zara Larsson",1881210,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
187,Natural,"Imagine Dragons",1874937,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
188,"I'll Be Home for Christmas","Michael Bublé",1865760,https://open.spotify.com/track/0tXPhc8LvM4dPvoRwI66XQ
189,Hope,XXXTENTACION,1864712,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
190,Uproar,"Lil Wayne",1854130,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
191,"In My Head","Peter Manos",1843379,https://open.spotify.com/track/1tT55K6VEyO6XFDxK4lDQe
192,"The Little Drummer Boy","Bing Crosby",1835774,https://open.spotify.com/track/2zHu4GAsQIw2skGszWEMFY
193,"Jingle Bells - Remastered 1999","Frank Sinatra",1834792,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL
194,"Christmas Lights",Coldplay,1823653,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
195,"Driving Home for Christmas","Chris Rea",1822180,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
196,"Murder On My Mind","YNW Melly",1820631,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
197,"Be Alright","Dean Lewis",1815988,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
198,"WORKIN ME",Quavo,1811141,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
199,"Te Boté - Remix","Nio Garcia",1807563,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
200,"I Saw Mommy Kissing Santa Claus","The Jackson 5",1798617,https://open.spotify.com/track/0vmANNClszGQZ0FISySK61
